title;link;numero_offre;location;description;company;note;salary;publication_date;date_actualisation;latitude;longitude;duration_contrat
DATA ANALYST F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172623600W;172623600W;Marquette-lez-Lille - 59;Rattaché(e) à la Direction Communication, vos missions sont les suivantes:    Vous analysez les datas relatives à la communication et au marketing à travers différents canaux : téléphone, web, retour des centres.  Vous synthétisez et vulgarisez les données afin de les rendres acc...;Meteojob;39.160564;A négocier;2023-12-14T00:27:44.000+0000;2023-12-14T00:27:44.000+0000;('50.6741358',);('3.0591938',);0
Data analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172708614W;172708614W;Toulouse - 31;Missions du poste 1. Efficacité du processus - Produire une analyse de qualité en lien avec le cahier des charges de l'activité opérationnelle, et selon les exigences du client et du groupe Hays. - Apporter de l'amélioration dans les Reporting existants, et être force de proposit...;cadremploi;39.093586;A négocier;2023-12-26T03:26:15.000+0000;2023-12-26T03:26:15.000+0000;('43.596013',);('1.4321019',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172700886W;172700886W;Toulouse - 31;Missions du poste 1. Efficacité du processus - Produire une analyse de qualité en lien avec le cahier des charges de l'activité opérationnelle, et selon les exigences du client et du groupe Hays. - Apporter de l'amélioration dans les Reporting existants, et être force de proposit...;Hellowork;39.093586;A négocier;2023-12-26T01:12:39.000+0000;2023-12-26T01:12:39.000+0000;0;0;0
DATA ANALYST F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172600538W;172600538W;Saint-Malo - 35;En tant que Data Analyst dans un contexte international, vous jouerez un rôle essentiel dans l'exploitation des données pour améliorer l'expérience des visiteurs, optimiser les opérations et contribuer à la prise de décision stratégique.  Rattaché au DSI du Groupe, vous aurez pou...;Advisia RH;39.056305;A négocier;2023-12-29T14:17:48.000+0000;2023-12-29T14:17:48.000+0000;('48.6409915',);('-1.9820886',);0
DATA ANALYST F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172731010W;172731010W;Villeneuve-d'Ascq - 59;Au sein de l’équipe Pilotage Finançable, vous mettez en place les reportings, analyses et études nécessaires au pilotage métiers opérationnels de l’entreprise (clientèle, octroi) et des processus opérationnels dans le but d’améliorer la performance et la rentabilité de l’entrepri...;COFIDIS;39.020966;A négocier;2024-01-02T06:17:06.000+0000;2024-01-02T06:17:06.000+0000;('50.6324675',);('3.1531138',);0
DATA ANALYST F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172613476W;172613476W;Boulogne-Billancourt - 92;Vous aimez manipuler les données ? Vous voulez contribuer à rendre les métiers du BTP plus sûrs ? Vous souhaitez travailler dans un environnement à la pointe des dernières technologies Data ? Alors le poste de Data Analyst à l'OPPBTP est fait pour vous ! Au sein de l’équipe Data ...;ORGANISATION PROFESSIONNELLE DE LA PREVENTION DANS LE BTP;39.016064;50 - 60 k€ brut annuel;2023-12-14T11:00:03.000+0000;2023-12-14T11:00:03.000+0000;('48.83228',);('2.239745',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172753842W;172753842W;Paris 01 - 75;Vos principales missions en lien direct avec la direction de la société sont : - Intégration Data : Réception, retraitement et intégration de données sur une base de données SQL, entretien des bases de correspondances liées aux intégrations, mises à jour des bases SIREN Client. -...;Hellowork;38.965954;A négocier;2024-01-05T00:53:23.000+0000;2024-01-05T00:53:23.000+0000;0;0;0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172739695W;172739695W;Paris 01 - 75;Vos principales missions en lien direct avec la direction de la société sont :     - Intégration Data : Réception, retraitement et intégration de données sur une base de données SQL, entretien des bases de correspondances liées aux intégrations, mises à jour des bases SIREN Clien...;TalentSkills Orléans;38.965954;A négocier;2024-01-03T13:40:05.000+0000;2024-01-03T13:40:05.000+0000;('48.8625854',);('2.336428',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172582595W;172582595W;Brest - 29;Nous recherchons un(e) Data Analyst F/H, afin de venir renforcer l'équipe de notre client, pour intervenir sur un projet SIRH.  Vous êtes en charge des missions suivantes :  - Rédaction du cahier de recettes - Passation des tests, indicateurs recette)  Profil recherché : - Compét...;NORGAY;38.965954;A partir de 35 k€ brut annuel;2023-12-08T15:02:40.000+0000;2023-12-08T15:02:40.000+0000;('48.4002398',);('-4.5021304',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172679330W;172679330W;Paris 13 - 75;VO2 finance recrute pour l’un de ses clients un(e) Data Analyst .   Au sein d’une équipe IT essentiellement dédiée au datawarehouse, les missions seront les suivantes :  - Gérer les évolutions liées aux dashboards Tableau et rapports paginés Report Builder de la solution. - Assur...;VO2 Group;38.886677;55 - 60 k€ brut annuel;2023-12-21T09:59:10.000+0000;2023-12-21T09:59:10.000+0000;('48.8283932',);('2.3622583',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172354878W;172354878W;Belgique;QU'EST-CE QU'UN DATA ANALYST CHEZ CREAM ?  Comme Benjamin, en tant que Data Analyst, vous participerez à la construction de la stratégie de données de nos clients. Vous jouerez un rôle clé en les aidant à fournir des informations précieuses basées sur leurs données. Vous ferez pa...;CREAM CONSULTING;38.886677;A partir de 35 k€ brut annuel;2023-12-11T07:56:33.000+0000;2023-12-11T07:56:33.000+0000;0;0;0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172592329W;172592329W;Plaisir - 78;DASY est une Division de Safran Aerosystems (SAO) leader des systèmes de sécurité et de protection. La société développe une large gamme de systèmes gonflables : toboggans d'évacuation, flottabilités de secours d'hélicoptères, radeaux et gilets de sauvetage pour aéronefs commerci...;Hellowork;38.85758;A négocier;2024-01-05T00:56:25.000+0000;2024-01-05T00:56:25.000+0000;('48.8125272',);('1.9467748',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172705354W;172705354W;Lyon 01 - 69;- Recueil et extraction des sources de données - Traitement, exploitation et intégration des données - Création de dashboards, mise en place de KPIs et reporting des performances - Mise en place de process/requêtes et automatisation - Production d'analyses métiers et de recommand...;Hellowork;38.81638;35 - 50 k€ brut annuel;2023-12-26T01:39:30.000+0000;2023-12-26T01:39:30.000+0000;0;0;0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172648519W;172648519W;Rungis - 94;Rattaché(e) au Responsable de pôle analyse et Datamining, vous êtes en charge de réaliser des extractions, des analyses ad'hoc et des suivis de performance marketing. Ainsi, vous analysez le comportement des clients et réaliser des modélisations simples : modélisation prédictive,...;Hellowork;38.81638;A négocier;2023-12-18T01:13:53.000+0000;2023-12-18T01:13:53.000+0000;('48.7496913',);('2.3525635',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172754890W;172754890W;Marcq-en-Baroeul - 59;- Vous êtes à l'écoute d'une nouvelle opportunité professionnelle dans le domaine de la Data ? - Vous portez un vif intérêt au secteur financier ?  Rejoignez-nous !  Hoist Finance est une société financière spécialisée dans le rachat et la gestion de portefeuilles de créances ban...;Hellowork;38.77784;32 - 38 k€ brut annuel;2024-01-05T00:59:04.000+0000;2024-01-05T00:59:04.000+0000;('50.6755722',);('3.1011232',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172127791W;172127791W;Boves - 80;Le groupe NORIAP recherche 1 DATA ANALYST (H/F)  Rattaché(e) au responsable des systèmes d'information, vous prenez la responsabilité du croisement des données du groupe NORIAP et de la construction des indicateurs en fonction des besoins des services et filiales. Vous donnez du ...;Anne Lecup;38.753487;A négocier;2023-12-11T07:54:01.000+0000;2023-12-11T07:54:01.000+0000;('49.8413629',);('2.3830131',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172590334W;172590334W;Boves - 80;Le groupe NORIAP recherche 1 DATA ANALYST (H/F)  Rattaché(e) au responsable des systèmes d'information, vous prenez la responsabilité du croisement des données du groupe NORIAP et de la construction des indicateurs en fonction des besoins des services et filiales. Vous donnez du ...;Hellowork;38.753487;A négocier;2023-12-11T01:05:17.000+0000;2023-12-11T01:05:17.000+0000;('49.8413629',);('2.3830131',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172713524W;172713524W;Bobigny - 93;Au sein de la Direction Santé Sécurité au Travail (DSST) la personne retenue sera rattachée au département Expertise et Pilotage composé d'un responsable de département, un adjoint et 10 collaborateurs aux profils variés (administratifs, experts métiers, juridiques, certification...;Caisse Centrale MSA;38.73877;A partir de 36 k€ brut annuel;2023-12-27T16:36:54.000+0000;2023-12-27T16:36:54.000+0000;('48.9074372',);('2.4398322',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172648423W;172648423W;Roubaix - 59;En tant que Data Analyst, tu contribues par tes actions à la satisfaction de nos clients et à la performance de l'entreprise. Tu garantis la connaissance client omnicanal et multimarque, indispensable au pilotage de l'activité et à l'élaboration de nos stratégies de prospection e...;Hellowork;38.664055;38 - 50 k€ brut annuel;2024-01-02T01:49:03.000+0000;2024-01-02T01:49:03.000+0000;('50.6883788',);('3.1819144',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172631843W;172631843W;Roubaix - 59;Chez OKAIDI, nous sommes bien plus qu'un réseau de magasins. Nous sommes des acteurs au service du bien-être des enfants. Envie de prendre part à cette aventure    En tant que Data Analyst, tu contribues par tes actions à la satisfaction de nos clients et à la performance de l'en...;OKAÏDI;38.664055;35 - 50 k€ brut annuel;2023-12-14T16:25:14.000+0000;2023-12-14T16:25:14.000+0000;('50.6883788',);('3.1819144',);0
Data analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172760145W;172760145W;La Chapelle-sur-Erdre - 44;À propos de Kasadenn IT :   Kasadenn IT, ESN en pleine expansion et branche technologique innovante de Kasadenn, recrute ! Forts de plus de 12 ans d'expérience dans le conseil en gestion de projet, nous accompagnons les organisations dans leurs transformations numériques. En tant...;Kasadenn;38.645313;35 - 40 k€ brut annuel;2024-01-05T15:32:31.000+0000;2024-01-05T15:32:31.000+0000;('47.3031092',);('-1.5604576',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172741625W;172741625W;Meudon - 92;Localisation : Meudon (92360)  Type de contrat : Cadre, CDI  Date de démarrage : dès que possible  Si pour vous, faire grandir les relations humaines est un métier, on est fait pour être ensemble !  Ce que l'on vous propose : Attiré(e) par les environnements innovants aux forts e...;BOUYGUES TELECOM;38.645313;A négocier;2024-01-03T17:20:37.000+0000;2024-01-03T17:20:37.000+0000;('48.8040827',);('2.2273342',);0
Analyste Data F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172593056W;172593056W;Nogent-sur-Seine - 10;Notre agence DOMINO RH recherche pour l'un de ses clients situé à Nogent sur Seine (10), Analyste Data (H/F)  Vos missions : Préparation d'un plan de travail de correction des données Recueillir toutes les données statiques pour L'ERP de l'entreprise Saisir, mettre à jour, vérifi...;Hellowork;38.598324;30 - 40 k€ brut annuel;2023-12-11T01:22:24.000+0000;2023-12-11T01:22:24.000+0000;('48.4966191',);('3.4996075',);0
DATA ANALYST F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172660850W;172660850W;Saint-Ouen-l'Aumône - 95;Comptalents, cabinet de recrutement dédié aux métiers comptables et financiers vous accompagne dans la réalisation de vos projets professionnels en vous proposant des offres ciblées correspondant à votre profil et vos attentes. Nos consultants sont animés par le souhait d'une col...;Comptalents;38.48756;35 - 45 k€ brut annuel;2023-12-19T12:41:57.000+0000;2023-12-19T12:41:57.000+0000;('49.0444964',);('2.1291574',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172680810W;172680810W;Chappes - 63;Quelques éléments de contexte   Au sein de Limagrain IT, le département Système d'Information Scientifique (SIS) développe les outils informatiques utilisés par la Recherche au sein des Business Units dédiées à la recherche sur les semences de Grandes Cultures et Potagères.   Ces...;Groupe Limagrain;38.444393;A négocier;2023-12-21T13:15:47.000+0000;2023-12-21T13:15:47.000+0000;('45.8651449',);('3.2265283',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172576453W;172576453W;Lyon 01 - 69;Votre futur équipe  Vous rejoignez l'équipe en charge des projets de transformation digitale sous la supervision d'Oriane, Responsable d'Activités.  En tant que Data Analyst, vous contribuez au développement de l'activité autour de la gestion des données et de la transformation n...;Hellowork;39.183414;A négocier;2023-12-08T01:32:31.000+0000;2023-12-08T01:32:31.000+0000;('45.7700497',);('4.8285524',);0
Data Analyst F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172752791W;172752791W;Bordeaux - 33;GESER BEST INGENIERIE  Depuis 1991 GESER-BEST (11 agences en France/+ de 230 collaborateurs) accompagne ses clients de l'ingénierie à l'assistance technique.  Nos ingénieurs et techniciens mettent au service des entreprises leur expérience pour la conduite et la réalisation des p...;Hellowork;39.17476;28 - 38 k€ brut annuel;2024-01-05T00:46:46.000+0000;2024-01-05T00:46:46.000+0000;('44.8575361',);('-0.5734451',);0
DATA ANALYST - F/H;https://www.apec.fr/candidat/recherche-emploi.html/emploi/detail-offre/172737050W;172737050W;Bordeaux - 33;GESER BEST INGENIERIE     Depuis 1991 GESER-BEST (11 agences en France/+ de 230 collaborateurs) accompagne ses clients de l’ingénierie à l’assistance technique.   Nos ingénieurs et techniciens mettent au service des entreprises leur expérience pour la conduite et la réalisation d...;GESER BEST;39.17476;28 - 38 k€ brut annuel;2024-01-03T09:11:38.000+0000;2024-01-03T09:11:38.000+0000;('44.8575361',);('-0.5734451',);0
